jamb_score,study_hours_per_week,attendance_rate,teacher_quality,distance_to_school,school_type,school_location,extra_tutorials,access_to_learning_materials,parent_involvement,it_knowledge,age,gender,socioeconomic_status,parent_education_level,assignments_completed
111,16,75,3,16.0,Public,Urban,Yes,No,Low,Low,20,Male,Medium,Tertiary,1
156,28,74,4,10.0,Private,Rural,No,Yes,Low,Low,15,Male,Low,Primary,2
175,9,72,1,5.1,Public,Urban,No,Yes,High,Low,21,Male,Medium,Unknown,1
197,20,87,2,15.5,Public,Urban,Yes,Yes,Medium,Low,20,Male,Low,Tertiary,2
176,4,99,3,8.8,Public,Urban,No,Yes,Low,Low,22,Female,High,Tertiary,1
252,22,85,1,12.2,Public,Urban,No,Yes,High,Low,22,Male,High,Tertiary,2
183,21,90,2,6.3,Private,Rural,No,Yes,High,Low,22,Male,Low,Primary,2
187,13,84,1,13.9,Public,Rural,Yes,Yes,Low,High,18,Female,Medium,Primary,1
132,12,69,4,6.5,Public,Rural,No,Yes,Medium,Low,20,Female,Medium,Primary,3
249,13,96,2,10.0,Private,Rural,No,No,Low,Medium,20,Male,Low,Primary,1
115,15,70,4,15.4,Public,Rural,No,Yes,Medium,Low,19,Female,Low,Primary,1
211,32,87,4,9.3,Private,Urban,Yes,No,Low,High,22,Male,Medium,Secondary,3
138,7,79,2,20.0,Public,Urban,Yes,No,Medium,Medium,22,Male,High,Secondary,1
195,16,94,2,12.6,Public,Rural,Yes,Yes,Medium,Medium,18,Male,Low,Tertiary,1
146,22,73,2,8.6,Private,Urban,Yes,No,Medium,Medium,20,Male,Low,Primary,2
186,32,89,2,18.9,Private,Rural,Yes,No,Medium,Low,18,Male,High,Secondary,2
212,9,79,3,20.0,Public,Urban,No,Yes,High,High,20,Female,Medium,Secondary,1
195,20,81,2,20.0,Private,Urban,Yes,No,Low,Low,19,Female,Low,Secondary,1
135,19,50,3,3.6,Public,Urban,No,No,Medium,Medium,22,Female,Medium,Primary,3
204,21,100,3,10.1,Public,Rural,Yes,Yes,Low,Low,19,Male,High,Tertiary,1
240,3,94,3,12.0,Public,Urban,No,Yes,Medium,High,20,Male,Medium,Secondary,1
181,25,77,2,5.1,Public,Urban,Yes,Yes,Medium,Low,19,Male,High,Tertiary,1
206,36,76,3,11.7,Public,Urban,Yes,Yes,Low,Medium,17,Male,Low,Unknown,5
168,20,79,2,8.7,Public,Urban,Yes,Yes,Low,Low,15,Male,Medium,Secondary,3
215,14,94,3,9.4,Public,Rural,Yes,Yes,High,Medium,20,Male,Low,Unknown,3
189,16,67,3,12.2,Public,Rural,Yes,Yes,Low,Low,15,Female,Medium,Tertiary,1
122,31,80,2,9.0,Public,Rural,Yes,No,Low,High,19,Male,Medium,Secondary,4
178,28,100,4,6.0,Private,Urban,No,Yes,Medium,Low,20,Male,Low,Secondary,2
124,21,70,2,11.5,Public,Urban,No,Yes,Low,Medium,20,Male,Medium,Unknown,2
222,27,88,4,11.8,Private,Rural,No,Yes,Low,Medium,22,Male,Medium,Secondary,3
180,14,100,3,11.7,Public,Rural,No,Yes,Medium,High,19,Female,High,Secondary,1
192,19,91,2,20.0,Private,Urban,No,Yes,Low,High,22,Male,High,Secondary,1
118,14,82,2,9.1,Public,Urban,Yes,Yes,High,High,17,Male,High,Tertiary,2
155,23,88,2,16.4,Private,Rural,Yes,No,High,Low,17,Female,High,Tertiary,2
122,29,77,2,7.3,Public,Rural,No,Yes,Medium,Low,16,Male,Medium,Tertiary,2
132,26,94,1,10.9,Public,Urban,No,Yes,Low,Low,18,Male,Medium,Primary,3
117,2,77,1,10.1,Public,Rural,Yes,Yes,Medium,Medium,21,Male,Medium,Primary,1
131,18,63,3,6.9,Private,Urban,No,Yes,Low,Low,15,Female,Medium,Secondary,1
116,21,77,3,15.3,Private,Urban,Yes,No,Low,Medium,20,Female,Low,Unknown,1
169,25,75,3,8.2,Public,Urban,No,No,Low,Low,15,Male,Low,Unknown,1
133,10,79,2,9.1,Public,Urban,Yes,Yes,Medium,Low,22,Female,Low,Tertiary,1
167,40,81,3,11.0,Private,Rural,No,Yes,Low,Medium,22,Female,Low,Unknown,4
187,9,96,3,14.6,Private,Urban,No,No,Medium,High,17,Female,Medium,Secondary,1
190,11,92,3,6.8,Public,Urban,Yes,No,Low,High,18,Female,Low,Unknown,1
160,21,86,2,6.5,Private,Rural,No,Yes,Medium,Low,17,Male,Low,Unknown,3
179,39,85,1,9.4,Public,Rural,No,Yes,Low,High,21,Female,Medium,Tertiary,5
198,14,76,2,15.2,Private,Urban,No,No,High,Medium,20,Female,Medium,Primary,1
139,14,61,2,13.1,Public,Urban,Yes,Yes,Medium,Medium,21,Male,Low,Primary,2
234,34,89,3,9.6,Public,Rural,No,Yes,Low,Low,22,Male,High,Tertiary,3
149,17,90,1,6.7,Public,Rural,Yes,No,Low,Medium,22,Male,Low,Unknown,1
116,12,80,4,18.7,Public,Urban,Yes,No,Low,Low,16,Male,Medium,Secondary,1
205,27,81,2,12.5,Public,Rural,Yes,Yes,Medium,High,22,Female,High,Tertiary,2
119,17,85,2,12.6,Private,Urban,No,No,Low,Medium,20,Male,Low,Tertiary,2
108,23,79,3,11.1,Public,Urban,Yes,Yes,Medium,Medium,16,Male,Medium,Secondary,3
160,30,99,1,16.8,Public,Urban,Yes,Yes,Low,Medium,16,Female,Low,Primary,4
219,26,99,2,10.6,Private,Urban,No,No,High,Low,20,Male,Low,Primary,1
196,24,95,2,11.3,Public,Urban,No,No,Medium,Medium,20,Female,Medium,Secondary,2
169,21,91,2,15.3,Private,Urban,Yes,Yes,High,Medium,17,Male,Medium,Unknown,3
146,22,70,2,10.9,Private,Rural,Yes,Yes,High,Medium,18,Male,Low,Unknown,2
225,24,94,4,12.2,Private,Urban,No,No,High,Medium,20,Male,High,Primary,3
153,18,87,3,7.7,Public,Urban,Yes,Yes,Low,High,19,Female,Low,Secondary,1
230,35,94,4,13.9,Public,Urban,Yes,Yes,High,Medium,15,Female,High,Primary,4
194,35,90,3,9.3,Public,Urban,No,Yes,Medium,Low,19,Male,Medium,Secondary,2
231,11,92,2,13.5,Public,Urban,No,Yes,Medium,High,22,Male,Medium,Primary,1
239,25,100,1,12.4,Public,Rural,Yes,No,High,High,18,Female,Low,Primary,2
247,19,88,1,7.7,Private,Urban,No,Yes,Low,Medium,21,Male,High,Secondary,1
226,21,96,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,20,Male,Low,Unknown,1
131,20,77,2,12.6,Public,Urban,Yes,Yes,Medium,Medium,17,Female,High,Tertiary,1
295,36,99,3,10.1,Public,Urban,Yes,Yes,Low,Low,17,Male,Medium,Secondary,4
225,23,96,2,16.9,Public,Rural,No,Yes,High,Medium,20,Male,Low,Unknown,1
198,4,89,5,2.6,Public,Urban,No,Yes,Low,Medium,17,Female,Medium,Secondary,1
119,6,97,1,7.1,Public,Urban,No,Yes,Medium,Low,16,Female,Medium,Primary,1
185,29,77,3,6.5,Public,Urban,Yes,Yes,High,Low,16,Male,Medium,Tertiary,2
227,0,83,3,17.6,Public,Rural,Yes,Yes,High,Low,16,Female,Low,Primary,1
362,40,98,4,11.0,Public,Urban,Yes,Yes,High,Medium,19,Male,High,Secondary,5
148,22,91,3,12.0,Public,Urban,Yes,Yes,Low,Low,22,Male,Medium,Unknown,4
199,34,88,4,19.6,Private,Urban,Yes,Yes,Medium,High,20,Male,Low,Unknown,4
118,13,93,2,6.0,Private,Urban,Yes,No,Medium,Medium,20,Female,High,Primary,1
230,6,82,4,1.9,Public,Urban,Yes,Yes,Medium,High,21,Male,High,Primary,1
136,20,71,3,0.0,Public,Rural,Yes,Yes,Low,Low,15,Female,Medium,Secondary,2
125,27,84,2,15.9,Private,Urban,No,Yes,Medium,Low,17,Female,Low,Secondary,1
183,29,84,3,9.3,Public,Urban,Yes,Yes,Low,Low,17,Female,Medium,Primary,3
203,16,91,2,2.9,Public,Urban,Yes,Yes,Low,High,19,Male,Medium,Secondary,1
137,17,82,2,11.7,Public,Rural,Yes,Yes,Medium,Medium,21,Male,Medium,Primary,1
189,16,82,2,12.7,Private,Urban,Yes,Yes,Medium,Medium,21,Male,Low,Unknown,1
127,8,81,3,20.0,Private,Urban,No,No,High,Low,20,Male,Low,Tertiary,2
107,23,80,2,4.9,Public,Rural,No,Yes,Medium,Low,15,Female,Low,Primary,2
117,4,78,1,10.7,Public,Rural,No,Yes,Medium,Medium,15,Female,High,Tertiary,2
249,18,87,2,12.9,Public,Urban,No,Yes,Low,Low,19,Male,High,Tertiary,2
259,17,86,1,7.6,Private,Urban,Yes,No,Low,Low,17,Male,Medium,Primary,3
198,8,94,2,8.9,Private,Urban,Yes,Yes,Medium,Low,18,Female,Medium,Primary,1
243,27,90,3,8.4,Public,Urban,No,Yes,Low,Medium,21,Male,Medium,Secondary,3
152,28,100,2,11.3,Private,Urban,No,No,Medium,High,18,Male,Low,Unknown,2
155,16,85,4,1.9,Public,Urban,Yes,Yes,Low,Low,15,Female,Medium,Unknown,1
238,11,83,3,10.0,Public,Rural,No,No,Medium,Medium,21,Female,Medium,Tertiary,1
209,30,100,3,1.3,Public,Rural,Yes,Yes,High,Medium,22,Female,Medium,Primary,3
182,36,89,1,7.0,Public,Urban,No,Yes,High,High,15,Female,Low,Unknown,2
120,9,90,2,8.8,Public,Urban,No,Yes,Low,Medium,17,Male,High,Secondary,1
243,21,94,2,9.8,Private,Urban,No,No,Low,High,15,Male,Low,Secondary,2
272,32,96,2,3.9,Public,Urban,Yes,Yes,High,Medium,22,Female,Low,Unknown,3
103,28,85,1,10.2,Public,Urban,Yes,No,Medium,Low,19,Male,Medium,Secondary,1
207,18,76,1,14.4,Public,Rural,Yes,Yes,High,Medium,18,Female,High,Secondary,3
134,4,85,1,15.4,Public,Urban,No,Yes,Low,High,21,Male,Low,Secondary,1
217,29,74,4,7.4,Public,Urban,Yes,No,Medium,Medium,18,Female,High,Tertiary,4
248,33,87,3,13.8,Public,Urban,Yes,No,Low,Medium,15,Male,High,Tertiary,4
242,25,82,2,9.6,Public,Urban,Yes,No,Low,Medium,19,Female,Medium,Tertiary,2
205,17,90,3,4.2,Public,Urban,Yes,Yes,Low,Medium,22,Female,Low,Tertiary,1
166,28,87,4,8.5,Public,Rural,Yes,Yes,Low,Medium,20,Male,Low,Unknown,2
111,19,85,2,14.4,Public,Rural,No,Yes,High,Medium,15,Female,Medium,Tertiary,4
201,15,89,3,2.5,Public,Rural,No,Yes,Medium,Medium,15,Male,Medium,Secondary,2
128,16,76,1,7.7,Public,Urban,Yes,No,Medium,Low,20,Male,Low,Primary,1
206,10,84,2,4.4,Public,Urban,Yes,Yes,High,Medium,22,Female,Low,Secondary,1
213,29,95,3,20.0,Private,Rural,Yes,No,Low,Low,19,Female,Low,Primary,2
266,25,100,5,7.3,Private,Urban,Yes,Yes,Low,Low,19,Female,Medium,Tertiary,2
255,22,78,4,4.8,Private,Urban,No,Yes,Low,High,16,Female,High,Tertiary,1
105,14,65,3,2.0,Public,Rural,Yes,No,High,Low,21,Female,Low,Unknown,2
223,24,80,3,16.9,Public,Urban,Yes,Yes,Medium,Medium,18,Male,High,Tertiary,3
123,23,91,3,4.4,Private,Urban,No,Yes,Medium,High,15,Male,High,Primary,1
239,30,100,4,0.9,Public,Urban,Yes,No,High,Low,17,Female,Low,Primary,4
174,18,76,1,20.0,Public,Urban,No,Yes,Low,Low,15,Male,High,Unknown,3
123,22,84,1,8.1,Public,Rural,Yes,Yes,Low,Medium,15,Female,Medium,Unknown,2
243,29,100,3,6.1,Public,Rural,Yes,Yes,Medium,Low,17,Female,Medium,Primary,5
242,21,92,1,10.9,Public,Rural,Yes,No,High,High,20,Female,Medium,Tertiary,1
206,21,100,2,12.1,Private,Rural,Yes,Yes,Low,Low,18,Male,High,Tertiary,2
133,15,91,2,7.0,Public,Urban,No,Yes,Low,High,16,Male,Medium,Primary,2
134,21,73,2,13.6,Private,Rural,Yes,No,Medium,Low,19,Female,Medium,Secondary,1
141,14,80,2,11.5,Public,Urban,Yes,Yes,Low,High,16,Female,Medium,Tertiary,1
217,20,87,2,5.4,Private,Urban,Yes,Yes,High,High,15,Male,Medium,Secondary,2
191,39,86,3,0.8,Public,Rural,Yes,Yes,Medium,Medium,15,Female,Low,Unknown,4
241,34,97,3,6.5,Private,Rural,Yes,Yes,Medium,High,21,Female,Medium,Tertiary,3
152,11,87,2,9.5,Public,Rural,Yes,No,High,Low,17,Female,Medium,Secondary,2
190,26,57,1,12.5,Public,Rural,Yes,Yes,Medium,Low,20,Male,Low,Unknown,3
196,22,73,4,14.9,Public,Urban,No,No,Low,Medium,17,Female,Medium,Secondary,1
129,19,61,2,4.8,Public,Urban,Yes,No,Low,Medium,15,Female,Medium,Secondary,1
162,20,85,1,10.9,Public,Urban,Yes,Yes,Low,High,16,Female,Low,Unknown,2
156,29,85,3,4.3,Public,Urban,Yes,Yes,High,Medium,21,Female,High,Tertiary,2
106,17,83,1,12.4,Public,Rural,No,Yes,Medium,Medium,16,Female,Low,Primary,1
191,20,76,2,13.1,Public,Urban,Yes,No,Medium,Medium,18,Male,Low,Tertiary,2
191,30,92,3,7.7,Public,Urban,No,No,High,High,20,Male,High,Secondary,4
249,28,96,3,9.6,Public,Rural,No,Yes,Medium,High,22,Female,High,Tertiary,3
181,21,73,5,16.1,Public,Urban,Yes,No,High,High,15,Female,Medium,Primary,2
124,18,67,2,1.2,Public,Rural,Yes,No,Low,Low,20,Female,High,Secondary,1
127,15,81,3,13.7,Public,Urban,Yes,Yes,Low,Low,19,Male,High,Tertiary,2
319,32,100,2,3.7,Public,Urban,No,Yes,High,High,19,Female,Low,Secondary,2
210,17,100,2,5.3,Public,Urban,Yes,Yes,Low,High,16,Female,Medium,Secondary,2
186,14,90,2,16.3,Private,Urban,Yes,Yes,Medium,Low,17,Male,Low,Unknown,1
160,9,76,1,15.3,Public,Urban,No,Yes,Medium,High,17,Female,Low,Secondary,1
233,12,96,3,10.9,Public,Urban,No,Yes,Medium,High,16,Male,Low,Secondary,2
157,10,79,3,14.6,Private,Urban,No,No,High,Low,18,Female,Low,Primary,1
181,19,77,3,1.1,Public,Rural,Yes,Yes,Medium,High,15,Male,High,Primary,1
244,26,68,3,10.3,Private,Urban,No,No,High,High,22,Male,High,Secondary,3
177,17,85,2,5.4,Private,Urban,No,Yes,Medium,Low,19,Female,High,Secondary,2
218,2,81,4,6.9,Private,Urban,Yes,Yes,Medium,Medium,16,Female,Low,Tertiary,1
178,34,85,4,8.6,Public,Rural,Yes,No,Medium,High,20,Female,Medium,Primary,2
173,29,62,3,9.8,Public,Rural,No,Yes,High,Medium,17,Male,Medium,Secondary,2
118,19,82,3,4.3,Public,Rural,No,No,Low,Medium,15,Female,Medium,Secondary,2
184,38,62,3,14.1,Private,Rural,Yes,Yes,Medium,Low,19,Female,Medium,Primary,4
177,11,95,3,1.1,Private,Rural,No,Yes,Low,Medium,18,Male,Low,Secondary,2
209,40,91,2,16.2,Private,Rural,No,Yes,Low,Low,16,Female,High,Tertiary,4
121,6,78,2,6.6,Public,Rural,No,Yes,High,Low,15,Male,High,Tertiary,2
240,27,94,3,16.5,Public,Rural,Yes,No,Low,Medium,20,Female,Low,Unknown,2
147,6,73,3,11.9,Public,Urban,Yes,Yes,Medium,Medium,19,Male,Medium,Tertiary,1
153,18,84,2,9.7,Public,Urban,Yes,Yes,Medium,Medium,18,Female,Medium,Secondary,1
139,20,90,1,12.9,Public,Urban,Yes,Yes,High,High,17,Female,Medium,Secondary,2
193,20,56,2,10.7,Public,Urban,Yes,Yes,High,Medium,15,Female,High,Secondary,2
101,20,75,3,17.9,Public,Rural,No,Yes,Low,Low,20,Male,Low,Primary,1
173,20,84,1,15.0,Private,Urban,Yes,Yes,Medium,High,22,Female,Medium,Tertiary,1
154,13,81,1,7.7,Public,Urban,Yes,Yes,Low,Low,16,Male,Low,Primary,1
159,13,97,3,10.0,Private,Rural,Yes,Yes,Medium,Medium,19,Male,Low,Primary,1
105,21,69,2,14.3,Public,Rural,No,Yes,Medium,Low,21,Female,Low,Unknown,1
239,19,82,3,2.5,Private,Urban,No,No,Low,High,22,Male,High,Secondary,2
195,30,67,1,16.0,Public,Rural,Yes,Yes,High,Low,21,Male,Medium,Secondary,1
132,27,96,2,12.3,Public,Urban,No,No,Low,Medium,17,Female,Low,Primary,3
131,1,79,3,13.0,Public,Urban,No,No,Low,Medium,20,Female,Medium,Tertiary,1
107,24,76,1,7.6,Private,Rural,No,Yes,Low,Low,20,Female,Low,Unknown,2
197,40,85,4,9.5,Public,Rural,No,Yes,Low,Medium,22,Male,High,Tertiary,4
186,23,91,2,10.4,Public,Urban,No,Yes,Medium,Low,17,Male,Medium,Secondary,1
170,25,87,3,19.5,Private,Rural,No,Yes,Low,High,19,Male,Low,Secondary,2
153,27,100,2,5.8,Public,Urban,Yes,Yes,High,High,19,Male,Medium,Tertiary,2
124,13,85,1,11.6,Private,Rural,No,No,High,Medium,19,Male,Medium,Secondary,2
161,20,79,2,9.5,Public,Urban,Yes,No,Medium,Medium,15,Female,Medium,Primary,2
223,12,82,3,13.3,Public,Rural,No,No,Medium,Low,16,Male,High,Tertiary,1
121,16,77,2,15.2,Public,Urban,No,Yes,High,Low,17,Female,Low,Primary,2
107,19,66,3,3.0,Public,Rural,Yes,No,Medium,Medium,21,Male,Medium,Tertiary,1
284,33,92,5,17.9,Public,Urban,Yes,Yes,Low,High,18,Female,High,Tertiary,3
137,26,89,1,15.8,Public,Urban,Yes,No,Medium,High,19,Male,Low,Primary,3
136,9,76,1,2.8,Public,Rural,No,No,Low,Medium,21,Male,Low,Tertiary,1
139,12,74,1,7.1,Public,Rural,No,Yes,Medium,High,16,Male,Medium,Unknown,1
178,37,99,2,11.6,Public,Rural,Yes,Yes,Medium,Medium,18,Female,Medium,Tertiary,3
116,13,67,3,4.2,Public,Urban,No,Yes,Medium,Medium,15,Female,Medium,Tertiary,1
151,19,63,3,7.9,Public,Urban,Yes,Yes,Low,Low,22,Female,Low,Tertiary,2
192,20,74,2,8.6,Private,Urban,Yes,Yes,Low,Low,17,Male,High,Tertiary,1
248,18,74,3,8.0,Public,Rural,Yes,No,High,Medium,16,Male,Medium,Primary,3
120,30,85,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,21,Female,Low,Tertiary,2
168,14,80,4,7.5,Public,Rural,No,Yes,Medium,Low,22,Female,Low,Primary,2
262,17,88,3,0.0,Private,Urban,No,No,Medium,Low,16,Male,High,Tertiary,1
156,14,94,1,11.2,Public,Urban,Yes,Yes,Medium,Low,17,Male,Medium,Unknown,1
107,0,74,2,11.5,Public,Urban,Yes,No,Medium,Low,17,Male,Low,Unknown,1
248,20,96,4,15.5,Private,Urban,No,Yes,Low,Medium,20,Female,Low,Unknown,2
110,5,95,2,10.9,Public,Urban,No,No,Medium,Low,21,Female,Low,Primary,1
124,21,77,3,1.0,Public,Rural,No,Yes,High,Low,19,Male,Medium,Primary,1
224,18,94,3,4.4,Private,Rural,Yes,Yes,High,Medium,21,Male,High,Tertiary,2
135,24,80,1,13.2,Public,Rural,No,No,Medium,Medium,22,Male,Low,Unknown,2
189,33,94,2,9.7,Public,Rural,Yes,Yes,Low,Medium,17,Male,Medium,Tertiary,2
239,32,73,3,15.9,Public,Urban,Yes,Yes,High,Medium,16,Male,High,Tertiary,3
103,12,64,3,15.7,Public,Urban,Yes,Yes,Medium,Medium,19,Male,Medium,Tertiary,1
111,16,77,1,9.9,Public,Urban,Yes,Yes,Low,Medium,21,Female,Low,Unknown,2
212,9,78,3,12.1,Public,Rural,No,Yes,Low,Medium,17,Male,Low,Secondary,1
186,19,80,3,15.2,Public,Urban,No,Yes,Medium,Medium,22,Male,Low,Unknown,1
179,12,83,4,7.4,Public,Urban,Yes,Yes,Low,High,18,Male,Low,Secondary,1
192,27,92,3,10.2,Private,Urban,Yes,Yes,Medium,Low,21,Female,High,Tertiary,2
196,40,82,1,17.8,Private,Urban,No,Yes,Medium,Medium,18,Female,Medium,Primary,4
238,29,80,4,19.9,Public,Rural,Yes,No,High,Medium,17,Female,Medium,Tertiary,2
154,0,80,4,13.1,Public,Rural,Yes,Yes,Medium,High,20,Male,High,Secondary,1
161,15,76,3,18.2,Public,Urban,No,Yes,Medium,Medium,21,Female,Medium,Primary,2
172,21,75,2,19.6,Public,Urban,Yes,Yes,Low,Low,16,Male,Medium,Tertiary,2
176,21,69,1,4.2,Private,Rural,Yes,No,Medium,Low,19,Male,Low,Secondary,1
135,10,83,1,10.9,Private,Urban,No,Yes,Low,High,20,Male,Medium,Tertiary,1
143,19,77,4,11.7,Public,Urban,No,No,Low,Medium,19,Female,Medium,Secondary,2
212,11,96,2,10.5,Public,Urban,No,No,Medium,Low,19,Female,High,Secondary,1
127,7,68,2,16.3,Private,Rural,Yes,Yes,Medium,Medium,15,Male,Low,Unknown,1
114,20,75,2,8.5,Private,Urban,Yes,No,Medium,Low,22,Female,Low,Unknown,3
214,14,100,2,10.2,Public,Rural,No,Yes,Medium,Low,17,Female,Medium,Primary,1
241,30,80,4,13.1,Public,Rural,Yes,No,Low,Medium,20,Male,High,Secondary,1
172,7,82,2,13.1,Public,Urban,No,Yes,Medium,Medium,15,Male,Low,Secondary,1
231,40,76,4,15.6,Private,Urban,Yes,Yes,Low,High,20,Female,Low,Tertiary,4
190,14,73,3,11.9,Public,Rural,Yes,No,Medium,Medium,15,Female,Low,Secondary,1
184,18,100,4,11.1,Private,Rural,Yes,Yes,Medium,High,18,Male,High,Secondary,1
153,21,85,4,12.4,Public,Urban,Yes,No,Low,High,19,Female,Low,Primary,2
127,11,83,2,10.2,Private,Urban,Yes,Yes,Medium,Low,15,Male,Low,Unknown,1
198,23,70,2,10.1,Public,Urban,No,No,High,High,21,Female,High,Tertiary,3
170,24,87,3,8.8,Public,Urban,Yes,No,Medium,High,16,Female,Medium,Primary,2
166,28,95,2,5.3,Public,Urban,No,Yes,Medium,High,17,Male,Low,Unknown,2
138,24,93,1,7.3,Public,Urban,Yes,No,High,Low,22,Female,Low,Primary,2
249,24,95,4,4.3,Public,Urban,Yes,Yes,Medium,High,16,Male,Medium,Secondary,2
107,13,69,2,15.0,Public,Rural,Yes,No,Medium,Low,22,Female,Low,Unknown,2
190,40,88,1,12.4,Public,Rural,No,Yes,Low,Medium,19,Female,Medium,Secondary,4
180,29,91,1,6.6,Public,Rural,Yes,No,Low,Medium,18,Male,Medium,Tertiary,3
126,7,64,1,7.1,Public,Rural,Yes,No,Low,High,16,Female,Low,Primary,1
122,16,70,3,14.0,Public,Rural,No,No,Low,Low,16,Male,Medium,Secondary,1
163,16,92,2,7.0,Public,Rural,Yes,No,Medium,Medium,20,Female,Low,Secondary,1
192,20,94,2,14.6,Public,Rural,No,Yes,Low,Medium,21,Female,Low,Primary,2
115,4,66,3,8.2,Public,Rural,No,Yes,High,Low,15,Female,Low,Unknown,1
218,19,95,2,9.6,Public,Rural,Yes,Yes,High,Medium,16,Male,Medium,Secondary,1
107,30,81,3,17.8,Public,Rural,No,No,High,Medium,18,Male,Medium,Tertiary,3
152,23,90,2,12.4,Public,Urban,Yes,No,High,Medium,22,Male,Medium,Tertiary,3
199,0,80,3,0.0,Public,Rural,Yes,Yes,High,Low,22,Male,High,Tertiary,1
243,36,95,1,8.2,Private,Urban,No,Yes,Medium,Low,16,Female,High,Secondary,4
216,33,95,2,0.0,Public,Rural,Yes,Yes,Medium,Low,16,Male,Low,Primary,2
238,22,85,3,16.7,Public,Urban,No,Yes,Low,High,22,Male,Low,Secondary,3
111,21,81,1,6.8,Private,Rural,No,Yes,Medium,Low,22,Female,High,Tertiary,2
117,7,75,3,20.0,Public,Urban,Yes,No,Medium,Medium,19,Male,Low,Primary,2
105,10,96,4,10.7,Public,Rural,Yes,Yes,Medium,Low,20,Female,Medium,Tertiary,1
142,30,81,3,7.1,Public,Urban,Yes,Yes,Low,Medium,18,Female,Low,Tertiary,3
233,22,79,4,5.1,Private,Rural,No,Yes,Medium,Low,16,Male,Low,Secondary,2
204,5,79,3,13.7,Public,Urban,Yes,No,Low,Low,19,Male,Low,Secondary,2
107,13,81,2,5.4,Private,Rural,Yes,Yes,Medium,Low,17,Female,High,Secondary,1
189,20,92,3,12.6,Private,Rural,No,Yes,Medium,Medium,16,Male,Low,Primary,3
230,35,75,5,10.2,Private,Urban,No,No,High,High,16,Male,Low,Primary,3
155,18,100,2,12.4,Private,Urban,Yes,Yes,High,Low,19,Male,Medium,Unknown,1
191,17,88,2,15.6,Public,Urban,No,Yes,Low,High,20,Female,High,Tertiary,1
119,24,85,1,2.6,Public,Rural,No,No,High,Low,22,Female,Medium,Primary,1
108,15,79,2,10.5,Private,Urban,No,No,High,Low,19,Male,Low,Secondary,2
192,14,86,2,4.2,Private,Urban,Yes,No,Medium,Low,21,Female,High,Tertiary,2
145,28,81,4,5.0,Public,Urban,Yes,Yes,High,High,19,Male,Low,Secondary,4
107,16,90,2,15.7,Public,Urban,No,Yes,Low,Medium,22,Male,Low,Primary,1
150,18,83,3,4.0,Private,Rural,Yes,Yes,High,Low,16,Male,Low,Unknown,3
236,26,95,3,6.7,Public,Urban,Yes,No,Medium,Medium,15,Female,Medium,Tertiary,1
174,10,80,1,15.3,Public,Urban,No,Yes,High,Medium,22,Male,Low,Secondary,2
132,11,84,1,8.1,Public,Urban,Yes,No,Low,Low,22,Male,High,Tertiary,2
243,25,81,2,14.5,Public,Urban,No,Yes,High,Low,22,Male,High,Secondary,3
170,17,96,3,1.8,Public,Urban,Yes,Yes,Medium,High,15,Female,Low,Primary,2
222,35,79,3,5.3,Private,Urban,No,Yes,Medium,Low,19,Male,High,Secondary,4
106,16,77,3,11.1,Public,Rural,No,No,High,Medium,15,Male,High,Tertiary,1
202,30,83,1,3.2,Private,Rural,Yes,No,Medium,Low,17,Female,Medium,Secondary,3
219,23,84,3,17.6,Private,Rural,Yes,Yes,High,Low,22,Male,Medium,Primary,2
143,27,89,1,14.2,Private,Urban,No,Yes,Medium,High,15,Female,Medium,Secondary,2
129,19,78,3,11.8,Private,Rural,No,Yes,High,High,15,Male,Medium,Unknown,1
109,14,93,3,0.0,Public,Rural,Yes,No,Medium,Medium,16,Male,Medium,Unknown,1
117,15,73,1,16.1,Public,Rural,No,Yes,Low,Medium,20,Male,Low,Unknown,3
190,12,87,4,18.5,Private,Rural,Yes,Yes,High,Medium,15,Male,Low,Primary,1
248,30,82,5,16.6,Public,Rural,No,Yes,Low,Medium,19,Female,Medium,Tertiary,2
186,20,89,3,5.2,Public,Rural,Yes,Yes,High,High,21,Female,Low,Secondary,3
210,18,86,3,12.6,Public,Rural,No,No,Medium,High,16,Male,Low,Unknown,4
161,29,82,2,10.9,Public,Urban,No,Yes,Medium,High,21,Female,Medium,Secondary,4
199,10,97,2,5.8,Private,Urban,Yes,No,High,Medium,15,Female,Low,Unknown,1
153,14,77,2,11.0,Public,Urban,No,No,Medium,High,21,Male,Low,Unknown,1
139,26,88,3,9.3,Public,Urban,Yes,Yes,Medium,Low,22,Male,Low,Primary,4
181,23,77,1,7.2,Public,Urban,No,No,High,Low,17,Female,Low,Primary,2
163,18,85,1,12.3,Public,Urban,No,Yes,Low,Medium,16,Female,Low,Tertiary,1
255,29,78,3,10.0,Public,Urban,Yes,Yes,Medium,Low,20,Male,High,Tertiary,2
247,27,83,3,8.0,Private,Rural,No,Yes,Low,Medium,16,Male,Medium,Tertiary,3
147,4,82,2,5.8,Public,Urban,No,Yes,Medium,Medium,16,Male,Medium,Primary,1
148,14,100,1,14.3,Private,Rural,No,Yes,Low,Medium,15,Female,Medium,Secondary,2
244,40,90,3,20.0,Private,Urban,No,Yes,Medium,Low,20,Male,Low,Primary,3
154,12,99,1,6.7,Public,Rural,No,Yes,Low,High,19,Male,High,Secondary,1
